cod,descr,per,anoinicio,unidade
1542,Índice volume de vendas no varejo (2000=100) - Demais artigos de uso pessoal e doméstico - São Paulo,"""M""",2000,"""Índice"""
1543,Índice volume de vendas no varejo (2000=100) - Demais artigos de uso pessoal e doméstico - Paraná,"""M""",2000,"""Índice"""
1544,Índice volume de vendas no varejo (2000=100) - Demais artigos de uso pessoal e doméstico - Santa Catarina,"""M""",2000,"""Índice"""
1545,Índice volume de vendas no varejo (2000=100) - Demais artigos de uso pessoal e doméstico - Rio G. do Sul,"""M""",2000,"""Índice"""
1546,Índice volume de vendas no varejo (2000=100) - Demais artigos de uso pessoal e doméstico - Goiás,"""M""",2000,"""Índice"""
1547,Índice volume de vendas no varejo (2000=100) - Demais artigos de uso pessoal e doméstico - Distrito Federal,"""M""",2000,"""Índice"""
1548,"Índice volume de vendas no varejo - Automóveis, motocicletas, partes e peças - Brasil","""M""",2000,"""Índice"""
1549,"Índice de volume de vendas no varejo - Automóveis, motocicletas, partes e peças - Ceará","""M""",2000,"""Índice"""
1550,"Índice volume de vendas no varejo (2003=100) - Automóveis, motocicletas, partes e peças - Pernambuco","""M""",2000,"""Índice"""
1551,"Índice de volume de vendas no varejo - Automóveis, motocicletas, partes e peças - Bahia","""M""",2000,"""Índice"""
1552,"Índice de volume de vendas no varejo - Automóveis, motocicletas, partes e peças - Minas Gerais","""M""",2000,"""Índice"""
1553,"Índice volume de vendas no varejo - Automóveis, motocicletas, partes e peças - Espírito Santo","""M""",2000,"""Índice"""
1554,"Índice volume de vendas no varejo - Automóveis, motocicletas, partes e peças - Rio de Janeiro","""M""",2000,"""Índice"""
1555,"Índice de volume de vendas no varejo - Automóveis, motocicletas, partes e peças - São Paulo","""M""",2000,"""Índice"""
1556,"Índice de volume de vendas no varejo - Automóveis, motocicletas, partes e peças - Paraná","""M""",2000,"""Índice"""
1557,"Índice de volume de vendas no varejo - Automóveis, motocicletas, partes e peças - Santa Catarina","""M""",2000,"""Índice"""
1558,"Índice de volume de vendas no varejo - Automóveis, motocicletas, partes e peças - Rio Grande do Sul","""M""",2000,"""Índice"""
1559,"Índice de volume de vendas no varejo - Automóveis, motocicletas, partes e peças - Goiás","""M""",2000,"""Índice"""
1560,"Índice de volume de vendas no varejo - Automóveis, motocicletas, partes e peças - Distrito Federal","""M""",2000,"""Índice"""
1561,Índice volume de vendas no varejo - Hipermercados e supermercados - Brasil,"""M""",2000,"""Índice"""
1562,Índice de volume de vendas no varejo - Hipermercados e supermercados - Ceará,"""M""",2000,"""Índice"""
1563,Índice volume de vendas no varejo (2003=100) - Hipermercados e supermercados - Pernambuco,"""M""",2000,"""Índice"""
1564,Índice de volume de vendas no varejo - Hipermercados e supermercados - Bahia,"""M""",2000,"""Índice"""
1565,Índice de volume de vendas no varejo - Hipermercados e supermercados - Minas Gerais,"""M""",2000,"""Índice"""
1566,Índice volume de vendas no varejo - Hipermercados e supermercados - Espírito Santo,"""M""",2000,"""Índice"""
1567,Índice volume de vendas no varejo - Hipermercados e supermercados - Rio de Janeiro,"""M""",2000,"""Índice"""
1568,Índice de volume de vendas no varejo - Hipermercados e supermercados - São Paulo,"""M""",2000,"""Índice"""
1569,Índice de volume de vendas no varejo - Hipermercados e supermercados - Paraná,"""M""",2000,"""Índice"""
1570,Índice de volume de vendas no varejo - Hipermercados e supermercados - Santa Catarina,"""M""",2000,"""Índice"""
1571,Índice de volume de vendas no varejo - Hipermercados e supermercados - Rio Grande do Sul,"""M""",2000,"""Índice"""
1572,Índice de volume de vendas no varejo - Hipermercados e supermercados - Goiás,"""M""",2000,"""Índice"""
1573,Índice de volume de vendas no varejo - Hipermercados e supermercados - Distrito Federal,"""M""",2000,"""Índice"""
1574,Índice de desempenho econômico do transporte (Fev/86=100) - Região Norte-origem,"""M""",1996,"""Índice"""
1575,Índice de desempenho econômico do transporte (Fev/86=100) - Região Norte-destino,"""M""",1996,"""Índice"""
1576,Índice de desempenho econômico do transporte (Fev/86=100) - Região Nordeste-origem,"""M""",1996,"""Índice"""
1577,Índice de desempenho econômico do transporte (Fev/86=100) - Região Nordeste-destino,"""M""",1996,"""Índice"""
1578,Índice de desempenho econômico do transporte (Fev/86=100) - Região Centro-Oeste-origem,"""M""",1996,"""Índice"""
1579,Índice de desempenho econômico do transporte (Fev/86=100) - Região Centro-Oeste-destino,"""M""",1996,"""Índice"""
1580,Índice de desempenho econômico do transporte (Fev/86=100) - Região Sudeste-origem,"""M""",1996,"""Índice"""
1581,Índice de desempenho econômico do transporte (Fev/86=100) - Região Sudeste-destino,"""M""",1996,"""Índice"""
1582,Índice de desempenho econômico do transporte (Fev/86=100) - Região Sul-origem,"""M""",1996,"""Índice"""
1583,Índice de desempenho econômico do transporte (Fev/86=100) - Região Sul-destino,"""M""",1996,"""Índice"""
1584,Índice de desempenho econômico do transporte (Fev/86=100) - Origem,"""M""",1996,"""Índice"""
1585,Índice de desempenho econômico do transporte (Fev/86=100) - Brasil-destino,"""M""",1996,"""Índice"""
1586,Emprego formal - Índice geral,"""M""",1985,"""Índice"""
1587,Emprego formal - Extrativa mineral,"""M""",1985,"""Índice"""
1588,Emprego formal - Indústria de transformação (total),"""M""",1985,"""Índice"""
1589,Emprego formal - Minerais não-metálicos,"""M""",1985,"""Índice"""
1590,Emprego formal - Metalurgia,"""M""",1985,"""Índice"""
1591,Emprego formal - Mecânica,"""M""",1985,"""Índice"""
1592,Emprego formal - Material elétrico e de comunicação,"""M""",1985,"""Índice"""
1593,Emprego formal - Material de transporte,"""M""",1985,"""Índice"""
1594,Emprego formal - Mobiliário,"""M""",1985,"""Índice"""
1595,Emprego formal - Editorial e gráfico,"""M""",1985,"""Índice"""
1596,"Emprego formal - Fumo, couros e produtos similares","""M""",1985,"""Índice"""
1597,Emprego formal - Química e produtos farmacêuticos,"""M""",1985,"""Índice"""
1598,"Emprego formal - Têxtil, vestuário e artefatos de couro","""M""",1985,"""Índice"""
1599,Emprego formal - Calçados,"""M""",1985,"""Índice"""
1600,Emprego formal - Produtos alimentares e bebidas,"""M""",1985,"""Índice"""
1601,Emprego formal - Serviços industriais de utilidade pública,"""M""",1985,"""Índice"""
1602,Emprego formal - Construção civil,"""M""",1985,"""Índice"""
1603,Emprego formal - Comércio,"""M""",1985,"""Índice"""
1604,Emprego formal - Serviços,"""M""",1985,"""Índice"""
1605,Emprego formal - Administração pública direta e autárquica,"""M""",1985,"""Índice"""
1606,"Emprego formal - Agropecuária, extrativa vegetal e caça e pesca","""M""",1985,"""Índice"""
1607,Emprego formal - Outros,"""M""",1985,"""Índice"""
1608,Rendimento médio das pessoas ocupadas (1993=100) - Por setor de atividade - Total,,,
1609,Rendimento médio das pessoas ocupadas (1993=100) - Por setor de atividade - Indústria de transformação,,,
1610,Rendimento médio das pessoas ocupadas (1993=100) - Por setor de atividade - Construção civil,,,
1611,Rendimento médio das pessoas ocupadas (1993=100) - Por setor de atividade - Comércio,,,
1612,Rendimento médio das pessoas ocupadas (1993=100) - Por setor de atividade - Serviços,,,
1613,Rendimento médio das pessoas ocupadas (1993=100) - Por setor de atividade - Outras atividades,,,
1614,Rendimento médio das pessoas ocupadas (1993=100) - Por posição na ocupação - Total,,,
1615,Rendimento médio das pessoas ocupadas (1993=100) - Por posição na ocupação - Com carteira,,,
1616,Rendimento médio das pessoas ocupadas (1993=100) - Por posição na ocupação - Sem carteira,,,
1617,Rendimento médio das pessoas ocupadas (1993=100) - Por posição na ocupação - Conta própria,,,
1618,Rendimento médio das pessoas ocupadas (1993=100) - Por posição na ocupação - Empregadores,,,
1619,Salário mínimo,"""M""",1990,"""u.m.c."""
1620,Taxa de desemprego - Região metropolitana - Brasil (na semana) - Desativada,"""M""",1980,"""Var. % mensal"""
1621,Taxa de desemprego - Região metropolitana - Brasil (no mês) - Desativada,"""M""",1991,"""Var. % mensal"""
1622,Taxa de desemprego - Região metropolitana - Recife (na semana) - Desativada,"""M""",1980,"""Var. % mensal"""
1623,Taxa de desemprego - Região metropolitana - Salvador (na semana) - Desativada,"""M""",1980,"""Var. % mensal"""
1624,Taxa de desemprego - Região metropolitana - Belo Horizonte (na semana) - Desativada,"""M""",1980,"""Var. % mensal"""
1625,Taxa de desemprego - Região metropolitana - Rio de Janeiro (na semana) - Desativada,"""M""",1980,"""Var. % mensal"""
1626,Taxa de desemprego - Região metropolitana - São Paulo (na semana) - Desativada,"""M""",1980,"""Var. % mensal"""
1627,Taxa de desemprego - Região metropolitana - Porto Alegre (na semana) - Desativada,"""M""",1980,"""Var. % mensal"""
1628,Taxa de desemprego - Por setor de atividade - Total (na semana),"""M""",1980,"""Var. % mensal"""
1629,Taxa de desemprego - Por setor de atividade - Total (no mês),"""M""",1991,"""Var. % mensal"""
1630,Taxa de desemprego - Por setor de atividade - Indústria de transformação (na semana),"""M""",1989,"""Var. % mensal"""
1631,Taxa de desemprego - Por setor de atividade - Construção civil (na semana),"""M""",1989,"""Var. % mensal"""
1632,Taxa de desemprego - Por setor de atividade - Comércio (na semana),"""M""",1989,"""Var. % mensal"""
1633,Taxa de desemprego - Por setor de atividade - Serviços (na semana),"""M""",1989,"""Var. % mensal"""
1634,Taxa de desemprego - Por setor de atividade - Outras atividades (na semana),"""M""",1989,"""Var. % mensal"""
1635,Índice nacional de preços ao consumidor-Amplo (IPCA) - Alimentação e bebidas,"""M""",1991,"""Var. % mensal"""
1636,Índice nacional de preços ao consumidor-Amplo (IPCA) - Habitação,"""M""",1991,"""Var. % mensal"""
1637,Índice nacional de preços ao consumidor-Amplo (IPCA) - Artigos de residência,"""M""",1991,"""Var. % mensal"""
1638,Índice nacional de preços ao consumidor-Amplo (IPCA)- Vestuário,"""M""",1991,"""Var. % mensal"""
1639,Índice de nacional de preços ao consumidor-Amplo (IPCA) - Transportes,"""M""",1999,"""Var. % mensal"""
1640,Índice nacional de preços ao consumidor-Amplo (IPCA) - Comunicação,"""M""",1999,"""Var. % mensal"""
1641,Índice nacional de preços ao consumidor-Amplo (IPCA) - Saúde e cuidados pessoais,"""M""",1991,"""Var. % mensal"""
1642,Índice nacional de preços ao consumidor-Amplo (IPCA) - Despesas pessoais,"""M""",1991,"""Var. % mensal"""
1643,Índice nacional de preços ao consumidor-Amplo (IPCA) - Educação,"""M""",1999,"""Var. % mensal"""
1644,Índice nacional de preços ao consumidor (INPC) - Alimentação e bebidas,"""M""",1991,"""Var. % mensal"""
1645,Índice nacional de preços ao consumidor (INPC) - Habitação,"""M""",1991,"""Var. % mensal"""
1646,Índice nacional de preços ao consumidor (INPC) - Artigos de residência,"""M""",1991,"""Var. % mensal"""
1647,Índice nacional de preços ao consumidor (INPC) - Vestuário,"""M""",1991,"""Var. % mensal"""
1648,Índice nacional de preços ao consumidor (INPC) - Transporte,"""M""",1999,"""Var. % mensal"""
1649,Índice nacional de preços ao consumidor (INPC) - Comunicação,"""M""",1999,"""Var. % mensal"""
1650,Índice nacional de preços ao consumidor (INPC) - Saúde e cuidados pessoais,"""M""",1991,"""Var. % mensal"""
1651,Índice nacional de preços ao consumidor (INPC) - Despesas pessoais,"""M""",1991,"""Var. % mensal"""
1652,Índice nacional de preços ao consumidor (INPC) - Educação,"""M""",1999,"""Var. % mensal"""
1653,Custo unitário básico da construção no Estado de São Paulo (CUB),"""M""",1995,"""Var. % mensal"""
1654,Multiplicador de Unificação Monetária - mensal,"""M""",1980,"""A definir"""
1655,Índice de Preços ao Consumidor-Amplo (IPCA)-Transportes e comunicação,"""M""",1991,"""Var. % mensal"""
1656,Índice Nacional de Preços ao Consumidor (INPC)-Transporte e comunicação,"""M""",1991,"""Var. % mensal"""
1780,BM - Papel moeda emitido (saldo diário),"""D""",1991,"""u.m.c. (mil)"""
1781,BM - Reservas bancárias (saldo diário),"""D""",1991,"""u.m.c. (mil)"""
1782,BM - Base monetária restrita (saldo diário),"""D""",1991,"""u.m.c. (mil)"""
1783,BM - Papel moeda emitido (média nos dias úteis do mês),"""M""",1980,"""u.m.c. (mil)"""
1784,BM - Reservas bancárias (média nos dias úteis do mês),"""M""",1980,"""u.m.c. (mil)"""
1785,BM - Base monetária restrita (média nos dias úteis do mês),"""M""",1980,"""u.m.c. (mil)"""
1786,BM - Papel moeda emitido (saldo em final de período),"""M""",1980,"""u.m.c. (mil)"""
1787,BM - Reservas bancárias (saldo em final de período),"""M""",1980,"""u.m.c. (mil)"""
1788,BM - Base monetária restrita (saldo em final de período),"""M""",1946,"""u.m.c. (mil)"""
1789,Fatores condicionantes da base monetária - Operações com títulos públicos federais (saldo diário),"""D""",1991,"""u.m.c. (mil)"""
1790,Fatores condicionantes da base monetária - Tesouro Nacional - Conta única (saldo diário),"""D""",1991,"""u.m.c. (mil)"""
1791,Fatores condicionantes da base monetária - Operações com o setor externo (saldo diário),"""D""",1991,"""u.m.c. (mil)"""
1792,Fatores condicionantes da base monetária - Assistência financeira de liquidez (saldo diário),"""D""",1991,"""u.m.c. (mil)"""
1793,Fatores condicionantes da base monetária - Proer (saldo diário),"""D""",1995,"""u.m.c. (mil)"""
1794,Fatores condicionantes da base monetária - Proes (saldo diário),"""D""",1997,"""u.m.c. (mil)"""
1795,Fatores condicionantes da base monetária - Depósitos de instituições financeiras (saldo diário),"""D""",1991,"""u.m.c. (mil)"""
1796,Fatores condicionantes da base monetária - Depósitos de fundos de investimentos (saldo diário),"""D""",1991,"""u.m.c. (mil)"""
1797,Recolhimentos obrigatórios de instituições financeiras - Exigibilidade adicional em espécie (remunerado),"""M""",2002,"""u.m.c. (mil)"""
1798,Fatores condicionantes da base monetária - Autoridade Monetária-outras operações (saldo diário),"""D""",1991,"""u.m.c. (mil)"""
1799,Fatores condicionantes da base monetária - Operações com títulos públicos federais (média nos dias úteis do mês),"""M""",1991,"""u.m.c. (mil)"""
1800,Fatores condicionantes da base monetária - Tesouro Nacional - Conta única (média nos dias úteis do mês),"""M""",1991,"""u.m.c. (mil)"""
1801,Fatores condicionantes da base monetária - Operações com o setor externo (média nos dias úteis do mês),"""M""",1991,"""u.m.c. (mil)"""
1802,Fatores condicionantes da base monetária - Assistência financeira de liquidez (média nos dias úteis do mês),"""M""",1991,"""u.m.c. (mil)"""
1803,Fatores condicionantes da base monetária - Proer (média nos dias úteis do mês),"""M""",1995,"""u.m.c. (mil)"""
1804,Fatores condicionantes da base monetária - Proes (média nos dias úteis do mês),"""M""",1997,"""u.m.c. (mil)"""
1805,Fatores condicionantes da base monetária - Depósitos de instituições financeiras (média nos dias úteis do mês),"""M""",1993,"""u.m.c. (mil)"""
1806,Fatores condicionantes da base monetária - Depósitos de fundos de investimentos (média nos dias úteis do mês),"""M""",1993,"""u.m.c. (mil)"""
1807,Recolhimentos obrigatórios de instituições financeiras - Depósitos a prazo em espécie (não remunerados),"""M""",1996,"""u.m.c. (mil)"""
1808,Fatores condicionantes da base monetária - Autoridade Monetária - Outras operações (média nos dias úteis do mês),"""M""",1991,"""u.m.c. (mil)"""
1809,Fatores condicionantes da base monetária - Operações com títulos públicos federais (saldo em final de período),"""M""",1986,"""u.m.c. (mil)"""
1810,Fatores condicionantes da base monetária - Tesouro Nacional - Conta única (saldo em final de período),"""M""",1986,"""u.m.c. (mil)"""
