cod,descr
7930,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência acima de 90 dias em relação ao total da modalidade - Crédito pessoal
7931,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência acima de 90 dias em relação ao total da modalidade - Financiamento imobiliário - Pessoa física
7932,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência acima de 90 dias em relação ao total da modalidade - Aquisição de bens veículos - Pessoa física
7933,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência acima de 90 dias em relação ao total da modalidade - Aquisição de outros bens - Pessoa física
7934,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência acima de 90 dias em relação ao total da modalidade - Cartão de crédito - Pessoa física
7935,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência acima de 90 dias em relação ao total da modalidade - Outras operações - Pessoa física
7936,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência acima de 90 dias em relação ao total da modalidade - Total geral
7937,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência acima de 90 dias em relação ao total da modalidade - Total pessoa jurídica
7938,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência acima de 90 dias em relação ao total da modalidade - Total pessoa física
7939,Operações Intercompanhia - Longo Prazo - valor nominal
7940,Operações Intercompanhia - Curto Prazo - valor nominal
7941,Operações Intercompanhia - Total - valor nominal
7942,Serviços (receita) - anual
7943,Serviços (despesa) - anual
7944,Rendas - Total (receita) - anual
7945,Rendas - Total (despesa) - anual
7946,Rendas - Investimento direto - Total (líquido) - anual
7947,Rendas - Investimento direto - Total (receita) - anual
7948,Rendas - Investimento direto - Total (despesa) - anual
7949,Rendas - Investimento direto - Lucros e dividendos - Exclui lucros reinvestidos (líquido) - anual
7950,Rendas - Investimento direto - Empréstimo intercompanhia - Juros (líquido) - anual
7951,Rendas - Investimento em carteira - Total (líquido) - anual
7952,Rendas - Investimento em carteira - Total (receita) - anual
7953,Rendas - Investimento em carteira - Total (despesa) - anual
7954,Rendas - Investimento em carteira - Lucros e dividendos - (líquido) - anual
7955,Rendas - Investimento em carteira - Títulos de renda fixa - Juros (líquido) - anual
7956,Rendas - Outros investimentos - Juros (líquido) - anual
7957,Rendas - Outros investimentos - Juros - Inclui refinanciados e atrasados (despesa) - anual
7958,Investimento brasileiro direto - IBD (crédito) - anual
7959,Investimento brasileiro direto - IBD (débito) - anual
7960,IBD - Participação no capital (líquido) - anual
7961,IBD - Empréstimo intercompanhia (líquido) - anual
7962,IBD - Empréstimo intercompanhia (crédito) - anual
7963,IBD - Empréstimo intercompanhia (débito) - anual
7964,IBD - Empréstimo intercompanhia de matriz no Brasil à filial no exterior (líquido) - anual
7965,IBD - Empréstimo intercompanhia de filial no exterior à matriz no Brasil (líquido) - anual
7966,Investimento estrangeiro direto - IED (crédito) - anual
7967,Investimento estrangeiro direto - IED (débito) - anual
7968,IED - Participação no capital - Inclui reinvestimento - Total (líquido) - anual
7969,IED - Participação no capital - Total (ingresso) - anual
7970,IED - Participação no capital - Total moeda (ingresso) - anual
7971,IED - Empréstimo intercompanhia - Total (líquido) - anual
7972,IED - Empréstimo intercompanhia - Total (crédito) - anual
7973,IED - Empréstimo intercompanhia - Total (débito) - anual
7974,IED - Empréstimo intercompanhia de filial no Brasil à matriz no exterior (líquido) - anual
7975,IED - Empréstimo intercompanhia de matriz no exterior à filial no Brasil (líquido) - anual
7976,IBC - Ações de companhias estrangeiras - Total (líquido) - anual
7977,IBC - Ações de companhias estrangeiras - Total (retorno) - anual
7978,IBC - Ações de companhias estrangeiras - Total (aplicação) - anual
7979,IBC - Ações de companhias estrangeiras BDR (líquido) - anual
7980,IBC - Ações de companhias estrangeiras exclusive BDR (líquido) - anual
7981,IBC - Títulos de renda fixa - LP e CP (líquido) - anual
7982,IBC - Títulos de renda fixa - LP e CP (retorno) - anual
7983,IBC - Títulos de renda fixa - LP e CP (aplicação) - anual
7984,IBC - Títulos de renda fixa LP (Memo: retorno de colaterais) - anual
7985,Investimento estrangeiro em carteira - IEC (crédito) - anual
7986,Investimento estrangeiro em carteira - IEC (débito) - anual
7987,IEC - Ações de companhias brasileiras - Total (líquido) - anual
7988,IEC - Ações de companhias brasileiras - Total (ingresso) - anual
7989,IEC - Ações de companhias brasileiras - Total (saída) - anual
7990,IEC - Ações de companhias brasileiras negociadas no país (líquido) - anual
7991,IEC - Ações de companhias brasileiras DR (líquido) - anual
7992,IEC - Renda fixa - Total (líquido) - anual
7993,IEC - Renda fixa - Total (crédito) - anual
7994,IEC - Renda fixa - Total (débito) - anual
7995,IEC - Renda fixa LP e CP negociado no país (líquido) - anual
7996,IEC - Renda fixa LP - Negociado no país - (líquido) - anual
7997,IEC - Renda fixa CP negociado no país (líquido) - anual
7998,IEC - Renda fixa negociado no exterior - Total (líquido) - anual
7999,IEC - Renda fixa LP negociado no exterior - Bônus - Total (líquido) - anual
8000,IEC - Renda fixa LP negociado no exterior - Bônus - Total (ingresso) - anual
8001,IEC - Renda fixa LP negociado no exterior - Bônus - (novos ingressos) - anual
8002,IEC - Renda fixa LP negociado no exterior - Bônus - Total (amortização) - anual
8003,IEC - Renda fixa LP negociado no exterior - Bônus (amortização paga) - anual
8004,IEC - Renda fixa LP negociado no exterior - Bônus - Valor de face (amortização paga) - anual
8005,IEC - Renda fixa LP negociado no exterior - Bônus (desconto sobre amortização paga) - anual
8006,IEC - Renda fixa LP negociado no exterior - Bônus (Memo: dívida nacionalizada) - anual
8007,IEC - Renda fixa LP negociado no exterior - Bônus (amortização refinanciada) - anual
8008,IEC - Renda fixa LP negociado no exterior - Bônus (desconto sobre amortização refinanciada) - anual
8009,IEC - Renda fixa LP negociado no exterior - Notes e commercial paper (líquido) - anual
8010,IEC - Renda fixa LP negociado no exterior - Notes e commercial paper (ingresso) - anual
8011,IEC - Renda fixa LP negociado no exterior - Notes e commercial paper (saída) - anual
8012,IEC - Renda fixa CP negociado no exterior (líquido) - anual
8013,OIB - Empréstimo e financiamento LP e CP - (líquido) - anual
8014,OIB - Empréstimo e financiamento LP (líquido) - anual
8015,OIB - Moeda e depósito - Demais setores (Memo: retorno de colaterais) - anual
8016,OIB - Outros ativos LP e CP (líquido) - anual
8017,OIE - Créditos comerciais LP e CP (líquido) - anual
8018,OIE - Créditos comerciais LP - Fornecedores (líquido) - anual
8019,OIE - Empréstimos e financiamentos - Total (líquido) - anual
8020,OIE - Empréstimos - Autoridade Monetária - Regularização do BP - Total (líquido) - anual
8021,OIE - Empréstimos - Autoridade Monetária - Regularização do BP - FMI (líquido) - anual
8022,OIE - Empréstimos - Autoridade Monetária - Regularização do BP - Outros exclusive FMI (líquido) - anual
8023,OIE - Empréstimos e financiamentos - Demais setores - LP e CP (líquido) - anual
8024,OIE - Empréstimos e financiamentos - Demais setores - LP - Total (líquido) - anual
8025,OIE - Empréstimos e financiamentos - Demais setores - LP - Total (ingresso) - anual
8026,OIE - Empréstimos e financiamentos - Demais setores - LP - Total (amortização) - anual
8027,OIE - Outros passivos - LP e CP (líquido) - anual
8028,OIE - Outros passivos - CP - Total (líquido) - anual
8029,Serviços e rendas (líquido) - anual
8030,Conta capital e financeira (líquido) - anual
8031,Renda de investimentos - Total (líquido) - anual
8032,OIE - Empréstimos LP - Autoridade Monetária - Total (líquido) - anual
8033,OIE - Empréstimos LP - Autoridade Monetária - Exclusive operação para regularizaçao do BP (líquido) - anual
8034,OIE - Empréstimos LP - Autoridade Monetária - Exclusive operação para regularizaçao do BP (ingresso) - anual
8035,OIE - Empréstimos LP - Autoridade Monetária - Exclusive operação para regularizaçao do BP (amortização) - anual
8036,Resultado do balanço - anual
8037,OIE - Empréstimos outros LP - Exclusive Autoridade Monetária (novos ingressos) - anual
8038,OIE - Empréstimos outros LP - Exclusive Autoridade Monetária (amortização paga) - anual
8039,OIE - Financiamentos de agências governamentais LP - Total (ingresso) - anual
8040,OIE - Empréstimos outros LP - Exclusive Autoridade Monetária - Total (ingresso) - anual
8041,OIE - Créditos comerciais LP - Fornecedor - Inclusive amortização atrasada (amortização) - anual
8042,OIE - Financiamentos de agências governamentais LP - Total (amortização) - anual
8043,OIE - Financiamentos de compradores LP - Total (amortização) - anual
8044,OIE - Empréstimos outros LP - Exclusive Autoridade Monetária - Deduzidos descontos - Total (amortização) - anual
8045,OIE - Financiamentos de organismos internacionais LP - Total (amortização) - anual
8046,OIE - Empréstimos outros LP (amortização atrasada) - anual
8047,OIE - Empréstimos outros LP (amortização refinanciada) - anual
8048,OIE - Financiamentos de compradores LP (amortização atrasada) - anual
8049,OIE - Financiamentos de agências governamentais LP (amortização atrasada) - anual
8050,OIE - Financiamentos de agências governamentais LP (amortização refinanciada) - anual
8051,OIE - Financiamentos de organismos internacionais LP (amortização atrasada) - anual
8052,OIE - Empréstimos outros LP - Refinanciamento (ingresso)
8053,OIE - Financiamentos de agências governamentais LP - Refinanciamento (ingresso) - anual
8054,IBC - Títulos de renda fixa LP (líquido) - anual
8055,IBC - Títulos de renda fixa CP (líquido) - anual
8056,IBC - Títulos de renda fixa LP (Memo: aplicação de colaterais) - anual
8057,Serviços (receita) - trimestral
8058,Serviços (despesa) - trimestral
8059,Rendas - Total (receita) - trimestral
8060,Rendas - Total (despesa) - trimestral
8061,Rendas - Investimento direto - Total (líquido) - trimestral
8062,Rendas - Investimento direto - Total (receita) - trimestral
8063,Rendas - Investimento direto - Total (despesa) - trimestral
